icao_address,timestamp,latitude,longitude,altitude_baro,heading,vertical_rate,on_ground,callsign,tail_number,collection_type,flight_number,ingestion_time,speed,squawk,aircraft_type_icao,aircraft_type_name,airline_iata,airline_name,departure_utc_offset,departure_airport_icao,departure_airport_iata,departure_scheduled_time,departure_estimated_time,arrival_utc_offset,arrival_airport_icao,arrival_airport_iata,arrival_scheduled_time,arrival_estimated_time,takeoff_time,landing_time,source
78030C,2021-03-20T13:31:35Z,31.30652,121.461493,11800.0,260.0,,False,CSH9319,B-5316,terrestrial,FM9319,2021-03-20T13:31:37.175Z,290.0,5032,B738,Boeing 737-86D,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:25:00Z,,+0800,ZGGG,CAN,2021-03-20T16:10:00Z,,2021-03-20T13:24:56Z,,
780E6E,2021-03-20T13:38:42Z,31.297023,121.404144,11800.0,260.0,-30.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:38:44.542Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:38:25Z,31.300375,121.424139,11800.0,260.0,,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:38:28.058Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:38:17Z,31.303401,121.442267,11800.0,260.0,,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:38:19.683Z,295.4,,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:39:01Z,31.290971,121.367944,11800.0,260.0,-60.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:39:04.727Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:38:58Z,31.291669,121.372284,11800.0,260.0,-90.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:39:00.705Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:39:07Z,31.289474,121.358858,11800.0,260.0,-30.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:39:09.348Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:38:52Z,31.293274,121.381962,11800.0,260.0,-60.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:38:55.634Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:33Z,31.315338,121.514067,11150.0,260.0,1020.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:35.695Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:48Z,31.310709,121.486322,11400.0,260.0,890.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:51.311Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:54Z,31.309204,121.477176,11500.0,260.0,960.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:56.099Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:47Z,31.311268,121.489508,11375.0,260.0,890.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:49.518Z,290.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:43Z,31.312363,121.496187,11300.0,260.0,890.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:45.120Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:41Z,31.312866,121.499365,11275.0,260.0,960.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:42.985Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:39Z,31.313456,121.502856,11250.0,260.0,960.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:41.305Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:34Z,31.314433,121.508624,11200.0,260.0,1020.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:37.433Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:37:37Z,31.314014,121.506097,11225.0,260.0,960.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:37:40.233Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780CA7,2021-03-20T13:41:05Z,31.31583,121.518073,11075.0,260.0,2620.0,False,CES5367,B-6460,terrestrial,MU5367,2021-03-20T13:41:07.242Z,300.0,5036,A319,Airbus A319-115,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T13:30:00Z,2021-03-20T13:30:00Z,+0800,ZGHA,CSX,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T13:35:09Z,,
780E6E,2021-03-20T13:42:06Z,31.111954,121.165628,11850.0,220.0,,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:42:08.710Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780305,2021-03-20T13:45:54Z,31.102667,121.248358,3575.0,160.0,-1180.0,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:45:57.068Z,250.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
780305,2021-03-20T13:47:01Z,31.0345,121.284323,2250.0,120.0,,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:47:03.804Z,240.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
780305,2021-03-20T13:46:37Z,31.055743,121.264233,2750.0,160.0,,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:46:40.355Z,250.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
780305,2021-03-20T13:46:18Z,31.075745,121.25745,3100.0,160.0,,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:46:22.246Z,250.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
780D90,2021-03-20T13:51:03Z,31.041138,121.233754,3600.0,180.0,-1020.0,False,DKH1064,B-1645,terrestrial,HO1064,2021-03-20T13:51:06.695Z,210.0,,A321,Airbus A321-211,HO,Juneyao Air,+0800,ZHXF,XFN,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:50:00Z,,,,
780D90,2021-03-20T13:50:45Z,31.05867,121.233323,3725.0,180.0,0.0,False,DKH1064,B-1645,terrestrial,HO1064,2021-03-20T13:50:48.219Z,210.0,0347,A321,Airbus A321-211,HO,Juneyao Air,+0800,ZHXF,XFN,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:50:00Z,,,,
780D90,2021-03-20T13:50:25Z,31.081719,121.232648,3775.0,180.0,-380.0,False,DKH1064,B-1645,terrestrial,HO1064,2021-03-20T13:50:28.449Z,210.0,0347,A321,Airbus A321-211,HO,Juneyao Air,+0800,ZHXF,XFN,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:50:00Z,,,,
780D90,2021-03-20T13:49:53Z,31.111605,121.231494,4250.0,180.0,-1020.0,False,DKH1064,B-1645,terrestrial,HO1064,2021-03-20T13:49:56.123Z,210.0,0347,A321,Airbus A321-211,HO,Juneyao Air,+0800,ZHXF,XFN,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:50:00Z,,,,
780245,2021-03-20T13:42:03Z,31.041032,121.344763,2625.0,357.16675,-960.0,False,CSH9362,B-5145,terrestrial,FM9362,2021-03-20T13:42:06.185Z,160.0,4254,B738,Boeing 737-8Q8,FM,Shanghai Airlines,+0800,ZGHA,CSX,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
780245,2021-03-20T13:42:36Z,31.066543,121.3435,2125.0,357.95255,-1020.0,False,CSH9362,B-5145,terrestrial,FM9362,2021-03-20T13:42:38.782Z,150.0,4254,B738,Boeing 737-8Q8,FM,Shanghai Airlines,+0800,ZGHA,CSX,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:45:03Z,
780245,2021-03-20T13:42:46Z,31.07292,121.34317,2000.0,357.46573,,False,CSH9362,B-5145,terrestrial,FM9362,2021-03-20T13:42:47.873Z,140.0,4254,B738,Boeing 737-8Q8,FM,Shanghai Airlines,+0800,ZGHA,CSX,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:45:03Z,
780245,2021-03-20T13:43:12Z,31.090238,121.342126,1650.0,357.13187,-640.0,False,CSH9362,B-5145,terrestrial,FM9362,2021-03-20T13:43:14.784Z,130.0,,B738,Boeing 737-8Q8,FM,Shanghai Airlines,+0800,ZGHA,CSX,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:45:03Z,
780245,2021-03-20T13:43:20Z,31.095291,121.341894,1550.0,357.74258,-700.0,False,CSH9362,B-5145,terrestrial,FM9362,2021-03-20T13:43:23.557Z,120.0,,B738,Boeing 737-8Q8,FM,Shanghai Airlines,+0800,ZGHA,CSX,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:45:03Z,
780245,2021-03-20T13:43:41Z,31.106252,121.341248,1325.0,357.43542,-760.0,False,CSH9362,B-5145,terrestrial,FM9362,2021-03-20T13:43:42.855Z,130.0,,B738,Boeing 737-8Q8,FM,Shanghai Airlines,+0800,ZGHA,CSX,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:45:03Z,
78083C,2021-03-20T13:44:03Z,31.037494,121.344983,2725.0,358.29138,-890.0,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:44:06.510Z,140.0,0775,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,,
78083C,2021-03-20T13:44:21Z,31.050064,121.344263,2450.0,357.43542,-830.0,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:44:24.017Z,140.0,0775,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
78083C,2021-03-20T13:44:39Z,31.06091,121.343719,2250.0,357.57324,-570.0,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:44:41.252Z,140.0,0775,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
78083C,2021-03-20T13:44:47Z,31.066177,121.343456,2150.0,357.4915,,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:44:48.439Z,130.0,0775,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
780245,2021-03-20T13:43:48Z,31.111404,121.340978,1200.0,357.4383,,False,CSH9362,B-5145,terrestrial,FM9362,2021-03-20T13:43:51.363Z,120.0,,B738,Boeing 737-8Q8,FM,Shanghai Airlines,+0800,ZGHA,CSX,2021-03-20T12:10:00Z,,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:45:03Z,
78083C,2021-03-20T13:45:11Z,31.081055,121.342648,1825.0,358.04697,,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:45:13.635Z,120.0,0775,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
78083C,2021-03-20T13:45:15Z,31.082836,121.342511,1800.0,356.23764,-670.0,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:45:17.537Z,120.0,0775,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
78083C,2021-03-20T13:45:48Z,31.101425,121.341517,1475.0,357.38797,-730.0,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:45:50.318Z,120.0,0775,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
78083C,2021-03-20T13:46:00Z,31.107695,121.341248,1350.0,357.8942,,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:46:03.526Z,120.0,,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
78083C,2021-03-20T13:46:07Z,31.112549,121.340978,1250.0,357.28107,,False,CSZ9519,B-6853,terrestrial,ZH9519,2021-03-20T13:46:10.338Z,120.0,,A320,Airbus A320-232,ZH,Shenzhen Airlines,+0800,ZSJD,JDZ,2021-03-20T13:00:00Z,,+0800,ZSSS,SHA,2021-03-20T14:05:00Z,,,2021-03-20T13:47:12Z,
780868,2021-03-20T13:45:29Z,31.109253,121.401834,11800.0,110.0,-1920.0,False,CCA8694,B-6882,terrestrial,CA8694,2021-03-20T13:45:32.039Z,350.0,4131,A320,Airbus A320-232,CA,Air China,+0800,ZBAD,PKX,2021-03-20T11:50:00Z,,+0800,ZSPD,PVG,2021-03-20T14:15:00Z,,,,
780868,2021-03-20T13:45:34Z,31.107881,121.40777,11700.0,110.0,-1920.0,False,CCA8694,B-6882,terrestrial,CA8694,2021-03-20T13:45:37.963Z,350.0,4131,A320,Airbus A320-232,CA,Air China,+0800,ZBAD,PKX,2021-03-20T11:50:00Z,,+0800,ZSPD,PVG,2021-03-20T14:15:00Z,,,,
780868,2021-03-20T13:45:46Z,31.103086,121.428754,11350.0,110.0,-1660.0,False,CCA8694,B-6882,terrestrial,CA8694,2021-03-20T13:45:49.721Z,350.0,4131,A320,Airbus A320-232,CA,Air China,+0800,ZBAD,PKX,2021-03-20T11:50:00Z,,+0800,ZSPD,PVG,2021-03-20T14:15:00Z,,,,
780868,2021-03-20T13:46:06Z,31.09433,121.466998,10875.0,110.0,-1240.0,False,CCA8694,B-6882,terrestrial,CA8694,2021-03-20T13:46:08.625Z,340.0,4131,A320,Airbus A320-232,CA,Air China,+0800,ZBAD,PKX,2021-03-20T11:50:00Z,,+0800,ZSPD,PVG,2021-03-20T14:15:00Z,,,,
780305,2021-03-20T13:47:57Z,31.04274,121.338824,1750.0,40.0,,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:48:00.720Z,180.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
7806E4,2021-03-20T13:47:51Z,31.110168,121.398764,12100.0,110.0,-2040.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:47:53.508Z,360.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
7806E4,2021-03-20T13:47:56Z,31.107462,121.410901,11900.0,110.0,-1980.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:47:58.529Z,360.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
7806E4,2021-03-20T13:47:53Z,31.108766,121.405078,12000.0,110.0,-2080.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:47:55.822Z,360.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
7806E4,2021-03-20T13:48:14Z,31.098431,121.450836,11250.0,110.0,-1690.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:48:17.474Z,360.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
7806E4,2021-03-20T13:48:21Z,31.095731,121.462592,11100.0,110.0,-1500.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:48:24.145Z,360.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
7806E4,2021-03-20T13:48:04Z,31.103459,121.428809,11600.0,110.0,-1920.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:48:07.495Z,360.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
780305,2021-03-20T13:48:40Z,31.078646,121.342621,1625.0,358.3578,-120.0,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:48:42.930Z,150.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:50:33Z,
780305,2021-03-20T13:48:49Z,31.084671,121.342379,1625.0,358.02753,,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:48:52.079Z,140.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:50:33Z,
780305,2021-03-20T13:49:00Z,31.089772,121.342072,1625.0,357.05017,,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:49:02.995Z,130.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,2021-03-20T13:50:33Z,
7802D3,2021-03-20T13:49:57Z,31.109883,121.396674,11475.0,110.0,,False,CCA1883,B-6080,terrestrial,CA1883,2021-03-20T13:50:00.151Z,340.0,,A332,Airbus A330-243,CA,Air China,+0800,ZBAA,PEK,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:35:00Z,,,,
7802D3,2021-03-20T13:50:30Z,31.095871,121.460229,10800.0,110.0,-1020.0,False,CCA1883,B-6080,terrestrial,CA1883,2021-03-20T13:50:32.864Z,340.0,3044,A332,Airbus A330-243,CA,Air China,+0800,ZBAA,PEK,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:35:00Z,,,,
7806E4,2021-03-20T13:48:24Z,31.094559,121.467752,11050.0,110.0,-1500.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:48:26.732Z,350.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
7806E4,2021-03-20T13:48:52Z,31.083022,121.518182,10475.0,110.0,-1280.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:48:55.772Z,340.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
7806E4,2021-03-20T13:48:48Z,31.084372,121.51225,10525.0,110.0,-1280.0,False,DKH1018,B-6735,terrestrial,HO1018,2021-03-20T13:48:51.803Z,340.0,4571,A320,Airbus A320-214,HO,Juneyao Air,+0800,ZGDY,DYG,2021-03-20T12:15:00Z,,+0800,ZSPD,PVG,2021-03-20T14:10:00Z,,2021-03-20T12:30:08Z,,
780E6E,2021-03-20T13:41:50Z,31.131669,121.184418,11800.0,220.0,,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:41:51.548Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:42:05Z,31.115283,121.168762,11825.0,220.0,220.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:42:07.660Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:41:54Z,31.124817,121.177853,11800.0,220.0,,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:41:57.415Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:41:37Z,31.146706,121.198755,11800.0,230.0,30.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:41:40.016Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780E6E,2021-03-20T13:41:31Z,31.153564,121.205319,11800.0,230.0,60.0,False,CSH9223,B-6107,terrestrial,FM9223,2021-03-20T13:41:34.210Z,300.0,5066,B738,Boeing 737-89P,FM,Shanghai Airlines,+0800,ZSPD,PVG,2021-03-20T13:10:00Z,,+0800,ZGKL,KWL,2021-03-20T16:10:00Z,,2021-03-20T13:31:28Z,,
780CA7,2021-03-20T13:45:19Z,31.126785,121.18033,11800.0,230.0,0.0,False,CES5367,B-6460,terrestrial,MU5367,2021-03-20T13:45:22.724Z,310.0,5036,A319,Airbus A319-115,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T13:30:00Z,2021-03-20T13:30:00Z,+0800,ZGHA,CSX,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T13:35:09Z,,
780305,2021-03-20T13:45:44Z,31.116165,121.243717,3800.0,160.0,-1150.0,False,CQH8824,B-6310,terrestrial,9C8824,2021-03-20T13:45:47.716Z,250.0,4522,A320,Airbus A320-214,9C,Spring Airlines,+0800,ZUZY,ZYI,2021-03-20T11:50:00Z,2021-03-20T11:50:00Z,+0800,ZSSS,SHA,2021-03-20T13:55:00Z,,,,
780CA7,2021-03-20T13:44:57Z,31.152283,121.20478,11800.0,230.0,0.0,False,CES5367,B-6460,terrestrial,MU5367,2021-03-20T13:44:59.603Z,300.0,5036,A319,Airbus A319-115,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T13:30:00Z,2021-03-20T13:30:00Z,+0800,ZGHA,CSX,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T13:35:09Z,,
780CA7,2021-03-20T13:44:36Z,31.176727,121.228261,11800.0,230.0,0.0,False,CES5367,B-6460,terrestrial,MU5367,2021-03-20T13:44:38.947Z,300.0,5036,A319,Airbus A319-115,MU,China Eastern Airlines,+0800,ZSPD,PVG,2021-03-20T13:30:00Z,2021-03-20T13:30:00Z,+0800,ZGHA,CSX,2021-03-20T15:45:00Z,2021-03-20T15:45:00Z,2021-03-20T13:35:09Z,,
